ProductID,underlyingID,Date,market_price,strike_price,volume,Rf,F_t,Option_type,Moneyness,,
au2412P504,au2412,2024/3/12,15.96,504,0,0.02158,508.96,P,0.990254637,,
au2412P512,au2412,2024/3/12,19.94,512,0,0.02158,508.96,P,1.005972964,,
au2412P520,au2412,2024/3/12,24.42,520,0,0.02158,508.96,P,1.021691292,,
au2412P528,au2412,2024/3/12,29.4,528,0,0.02158,508.96,P,1.03740962,,
au2412P536,au2412,2024/3/12,34.84,536,0,0.02158,508.96,P,1.053127947,,
au2412P544,au2412,2024/3/12,40.7,544,0,0.02158,508.96,P,1.068846275,,
au2412P552,au2412,2024/3/12,46.94,552,0,0.02158,508.96,P,1.084564602,,
au2412P560,au2412,2024/3/12,53.54,560,0,0.02158,508.96,P,1.10028293,,
au2412C448,au2412,2024/3/13,61.16,448,0,0.02159,508.12,C,0.881681493,,
au2412C456,au2412,2024/3/13,54.18,456,0,0.02159,508.12,C,0.897425805,,
au2412C464,au2412,2024/3/13,47.56,464,0,0.02159,508.12,C,0.913170117,,
au2412C472,au2412,2024/3/13,41.3,472,0,0.02159,508.12,C,0.92891443,,
au2412C480,au2412,2024/3/13,35.48,480,0,0.02159,508.12,C,0.944658742,,
au2412C488,au2412,2024/3/13,30.16,488,0,0.02159,508.12,C,0.960403054,,
au2412C496,au2412,2024/3/13,25.36,496,0,0.02159,508.12,C,0.976147367,,
au2412C504,au2412,2024/3/13,21.06,504,0,0.02159,508.12,C,0.991891679,,
au2412C512,au2412,2024/3/13,17.28,512,0,0.02159,508.12,C,1.007635991,,
au2412C520,au2412,2024/3/13,13.98,520,0,0.02159,508.12,C,1.023380304,,
au2412C528,au2412,2024/3/13,10.42,528,2,0.02159,508.12,C,1.039124616,,
au2412C536,au2412,2024/3/13,9.86,536,3,0.02159,508.12,C,1.054868929,,
au2412C544,au2412,2024/3/13,6.44,544,4,0.02159,508.12,C,1.070613241,,
au2412C552,au2412,2024/3/13,5.12,552,5,0.02159,508.12,C,1.086357553,,
au2412C560,au2412,2024/3/13,4.18,560,6,0.02159,508.12,C,1.102101866,,
au2412P448,au2412,2024/3/13,1.94,448,9,0.02159,508.12,P,0.881681493,,
au2412P456,au2412,2024/3/13,2.54,456,11,0.02159,508.12,P,0.897425805,,
au2412P464,au2412,2024/3/13,3.46,464,1,0.02159,508.12,P,0.913170117,,
au2412P472,au2412,2024/3/13,6.14,472,0,0.02159,508.12,P,0.92891443,,
au2412P480,au2412,2024/3/13,8.26,480,0,0.02159,508.12,P,0.944658742,,
au2412P488,au2412,2024/3/13,10.88,488,0,0.02159,508.12,P,0.960403054,,
au2412P496,au2412,2024/3/13,14.34,496,2,0.02159,508.12,P,0.976147367,,
au2412P504,au2412,2024/3/13,18,504,1,0.02159,508.12,P,0.991891679,,
au2412P512,au2412,2024/3/13,21.82,512,0,0.02159,508.12,P,1.007635991,,
au2412P520,au2412,2024/3/13,26.48,520,0,0.02159,508.12,P,1.023380304,,
au2412P528,au2412,2024/3/13,31.6,528,0,0.02159,508.12,P,1.039124616,,
au2412P536,au2412,2024/3/13,37.2,536,0,0.02159,508.12,P,1.054868929,,
au2412P544,au2412,2024/3/13,43.22,544,0,0.02159,508.12,P,1.070613241,,
au2412P552,au2412,2024/3/13,49.6,552,0,0.02159,508.12,P,1.086357553,,
au2412P560,au2412,2024/3/13,56.3,560,0,0.02159,508.12,P,1.102101866,,
au2412C448,au2412,2024/3/14,64.22,448,0,0.02161,508.88,C,0.880364723,,
au2412C456,au2412,2024/3/14,57.36,456,0,0.02161,508.88,C,0.896085521,,
au2412C464,au2412,2024/3/14,50.8,464,0,0.02161,508.88,C,0.91180632,,
au2412C472,au2412,2024/3/14,44.62,472,0,0.02161,508.88,C,0.927527118,,
au2412C480,au2412,2024/3/14,38.84,480,0,0.02161,508.88,C,0.943247917,,
au2412C488,au2412,2024/3/14,33.52,488,0,0.02161,508.88,C,0.958968716,,
au2412C496,au2412,2024/3/14,28.68,496,0,0.02161,508.88,C,0.974689514,,
au2412C504,au2412,2024/3/14,24.3,504,0,0.02161,508.88,C,0.990410313,,
au2412C512,au2412,2024/3/14,20.38,512,0,0.02161,508.88,C,1.006131111,,
au2412C520,au2412,2024/3/14,16.94,520,0,0.02161,508.88,C,1.02185191,,
au2412C528,au2412,2024/3/14,13.94,528,0,0.02161,508.88,C,1.037572709,,
au2412C536,au2412,2024/3/14,11.36,536,0,0.02161,508.88,C,1.053293507,,
au2412C544,au2412,2024/3/14,9.16,544,0,0.02161,508.88,C,1.069014306,,
au2412C552,au2412,2024/3/14,7.32,552,0,0.02161,508.88,C,1.084735105,,
au2412C560,au2412,2024/3/14,6.96,560,2,0.02161,508.88,C,1.100455903,,
au2412P448,au2412,2024/3/14,2.68,448,0,0.02161,508.88,P,0.880364723,,
au2412P456,au2412,2024/3/14,3.78,456,0,0.02161,508.88,P,0.896085521,,
au2412P464,au2412,2024/3/14,5.2,464,0,0.02161,508.88,P,0.91180632,,
au2412P472,au2412,2024/3/14,6.98,472,0,0.02161,508.88,P,0.927527118,,
au2412P480,au2412,2024/3/14,9.14,480,0,0.02161,508.88,P,0.943247917,,
au2412P488,au2412,2024/3/14,11.76,488,0,0.02161,508.88,P,0.958968716,,
au2412P496,au2412,2024/3/14,14.86,496,0,0.02161,508.88,P,0.974689514,,
au2412P504,au2412,2024/3/14,15,504,1,0.02161,508.88,P,0.990410313,,
au2412P512,au2412,2024/3/14,22.44,512,0,0.02161,508.88,P,1.006131111,,
au2412P520,au2412,2024/3/14,26.94,520,0,0.02161,508.88,P,1.02185191,,
au2412P528,au2412,2024/3/14,31.88,528,0,0.02161,508.88,P,1.037572709,,
au2412P536,au2412,2024/3/14,37.24,536,0,0.02161,508.88,P,1.053293507,,
au2412P544,au2412,2024/3/14,42.98,544,0,0.02161,508.88,P,1.069014306,,
au2412P552,au2412,2024/3/14,49.1,552,0,0.02161,508.88,P,1.084735105,,
au2412P560,au2412,2024/3/14,55.52,560,0,0.02161,508.88,P,1.100455903,,
au2412C448,au2412,2024/3/15,61.9,448,0,0.02163,510.56,C,0.877467878,,
au2412C456,au2412,2024/3/15,54.72,456,0,0.02163,510.56,C,0.893136948,,
au2412C464,au2412,2024/3/15,47.86,464,0,0.02163,510.56,C,0.908806017,,
au2412C472,au2412,2024/3/15,41.38,472,0,0.02163,510.56,C,0.924475086,,
au2412C480,au2412,2024/3/15,35.38,480,0,0.02163,510.56,C,0.940144155,,
au2412C488,au2412,2024/3/15,29.84,488,0,0.02163,510.56,C,0.955813225,,
au2412C496,au2412,2024/3/15,24.82,496,0,0.02163,510.56,C,0.971482294,,
au2412C504,au2412,2024/3/15,20.4,504,0,0.02163,510.56,C,0.987151363,,
au2412C512,au2412,2024/3/15,16.54,512,0,0.02163,510.56,C,1.002820432,,
au2412C520,au2412,2024/3/15,13.2,520,0,0.02163,510.56,C,1.018489502,,
au2412C528,au2412,2024/3/15,10.36,528,0,0.02163,510.56,C,1.034158571,,
au2412C536,au2412,2024/3/15,8.6,536,2,0.02163,510.56,C,1.04982764,,
au2412C544,au2412,2024/3/15,6.16,544,0,0.02163,510.56,C,1.065496709,,
au2412C552,au2412,2024/3/15,4.64,552,0,0.02163,510.56,C,1.081165779,,
au2412C560,au2412,2024/3/15,4.28,560,1,0.02163,510.56,C,1.096834848,,
au2412P448,au2412,2024/3/15,1.66,448,16,0.02163,510.56,P,0.877467878,,
au2412P456,au2412,2024/3/15,2.34,456,7,0.02163,510.56,P,0.893136948,,
au2412P464,au2412,2024/3/15,3.22,464,3,0.02163,510.56,P,0.908806017,,
au2412P472,au2412,2024/3/15,4.06,472,3,0.02163,510.56,P,0.924475086,,
au2412P480,au2412,2024/3/15,5.8,480,3,0.02163,510.56,P,0.940144155,,
au2412P488,au2412,2024/3/15,9.24,488,0,0.02163,510.56,P,0.955813225,,
au2412P496,au2412,2024/3/15,10.5,496,4,0.02163,510.56,P,0.971482294,,
au2412P504,au2412,2024/3/15,15.68,504,0,0.02163,510.56,P,0.987151363,,
au2412P512,au2412,2024/3/15,19.76,512,0,0.02163,510.56,P,1.002820432,,
au2412P520,au2412,2024/3/15,24.36,520,0,0.02163,510.56,P,1.018489502,,
au2412P528,au2412,2024/3/15,29.46,528,0,0.02163,510.56,P,1.034158571,,
au2412P536,au2412,2024/3/15,35.08,536,0,0.02163,510.56,P,1.04982764,,
au2412P544,au2412,2024/3/15,41.14,544,0,0.02163,510.56,P,1.065496709,,
au2412P552,au2412,2024/3/15,47.58,552,0,0.02163,510.56,P,1.081165779,,
au2412P560,au2412,2024/3/15,54.36,560,0,0.02163,510.56,P,1.096834848,,
au2412C448,au2412,2024/3/18,61.3,448,0,0.02163,506.76,C,0.884047675,,
au2412C456,au2412,2024/3/18,54.22,456,0,0.02163,506.76,C,0.899834241,,
au2412C464,au2412,2024/3/18,47.46,464,0,0.02163,506.76,C,0.915620807,,
au2412C472,au2412,2024/3/18,41.12,472,0,0.02163,506.76,C,0.931407372,,
au2412C480,au2412,2024/3/18,35.2,480,0,0.02163,506.76,C,0.947193938,,
au2412C488,au2412,2024/3/18,29.76,488,0,0.02163,506.76,C,0.962980504,,
au2412C496,au2412,2024/3/18,24.88,496,0,0.02163,506.76,C,0.978767069,,
au2412C504,au2412,2024/3/18,20.54,504,0,0.02163,506.76,C,0.994553635,,
au2412C512,au2412,2024/3/18,16.72,512,0,0.02163,506.76,C,1.0103402,,
au2412C520,au2412,2024/3/18,12.46,520,2,0.02163,506.76,C,1.026126766,,
au2412C528,au2412,2024/3/18,10.62,528,0,0.02163,506.76,C,1.041913332,,
au2412C536,au2412,2024/3/18,7.96,536,5,0.02163,506.76,C,1.057699897,,
au2412C544,au2412,2024/3/18,6.42,544,1,0.02163,506.76,C,1.073486463,,
au2412C552,au2412,2024/3/18,5.12,552,5,0.02163,506.76,C,1.089273029,,
au2412C560,au2412,2024/3/18,4.2,560,6,0.02163,506.76,C,1.105059594,,
au2412P448,au2412,2024/3/18,1.9,448,7,0.02163,506.76,P,0.884047675,,
au2412P456,au2412,2024/3/18,2.66,456,0,0.02163,506.76,P,0.899834241,,
au2412P464,au2412,2024/3/18,3.4,464,1,0.02163,506.76,P,0.915620807,,
au2412P472,au2412,2024/3/18,5.5,472,0,0.02163,506.76,P,0.931407372,,
au2412P480,au2412,2024/3/18,6.54,480,2,0.02163,506.76,P,0.947193938,,
au2412P488,au2412,2024/3/18,10.02,488,0,0.02163,506.76,P,0.962980504,,
au2412P496,au2412,2024/3/18,12.1,496,2,0.02163,506.76,P,0.978767069,,
au2412P504,au2412,2024/3/18,16.22,504,1,0.02163,506.76,P,0.994553635,,
au2412P512,au2412,2024/3/18,20.8,512,0,0.02163,506.76,P,1.0103402,,
au2412P520,au2412,2024/3/18,25.44,520,0,0.02163,506.76,P,1.026126766,,
au2412P528,au2412,2024/3/18,30.58,528,0,0.02163,506.76,P,1.041913332,,
au2412P536,au2412,2024/3/18,36.22,536,0,0.02163,506.76,P,1.057699897,,
au2412P544,au2412,2024/3/18,42.28,544,0,0.02163,506.76,P,1.073486463,,
au2412P552,au2412,2024/3/18,48.7,552,0,0.02163,506.76,P,1.089273029,,
au2412P560,au2412,2024/3/18,55.46,560,0,0.02163,506.76,P,1.105059594,,
au2412C448,au2412,2024/3/19,61.84,448,0,0.02163,508.04,C,0.881820329,,
au2412C456,au2412,2024/3/19,54.76,456,0,0.02163,508.04,C,0.897567121,,
au2412C464,au2412,2024/3/19,48,464,0,0.02163,508.04,C,0.913313912,,
au2412C472,au2412,2024/3/19,41.66,472,0,0.02163,508.04,C,0.929060704,,
au2412C480,au2412,2024/3/19,35.72,480,0,0.02163,508.04,C,0.944807495,,
au2412C488,au2412,2024/3/19,30.28,488,0,0.02163,508.04,C,0.960554287,,
au2412C496,au2412,2024/3/19,25.36,496,0,0.02163,508.04,C,0.976301079,,
au2412C504,au2412,2024/3/19,19.76,504,2,0.02163,508.04,C,0.99204787,,
au2412C512,au2412,2024/3/19,16.2,512,2,0.02163,508.04,C,1.007794662,,
au2412C520,au2412,2024/3/19,13.82,520,0,0.02163,508.04,C,1.023541453,,
au2412C528,au2412,2024/3/19,12.84,528,2,0.02163,508.04,C,1.039288245,,
au2412C536,au2412,2024/3/19,8.58,536,0,0.02163,508.04,C,1.055035037,,
au2412C544,au2412,2024/3/19,6.66,544,0,0.02163,508.04,C,1.070781828,,
au2412C552,au2412,2024/3/19,5.1,552,0,0.02163,508.04,C,1.08652862,,
au2412C560,au2412,2024/3/19,4.42,560,7,0.02163,508.04,C,1.102275411,,
au2412P448,au2412,2024/3/19,1.86,448,5,0.02163,508.04,P,0.881820329,,
au2412P456,au2412,2024/3/19,2.68,456,0,0.02163,508.04,P,0.897567121,,
au2412P464,au2412,2024/3/19,3.9,464,0,0.02163,508.04,P,0.913313912,,
au2412P472,au2412,2024/3/19,5.5,472,0,0.02163,508.04,P,0.929060704,,
au2412P480,au2412,2024/3/19,6.5,480,7,0.02163,508.04,P,0.944807495,,
au2412P488,au2412,2024/3/19,10.56,488,2,0.02163,508.04,P,0.960554287,,
au2412P496,au2412,2024/3/19,13.04,496,0,0.02163,508.04,P,0.976301079,,
au2412P504,au2412,2024/3/19,15,504,2,0.02163,508.04,P,0.99204787,,
au2412P512,au2412,2024/3/19,20.72,512,0,0.02163,508.04,P,1.007794662,,
au2412P520,au2412,2024/3/19,25.32,520,0,0.02163,508.04,P,1.023541453,,
au2412P528,au2412,2024/3/19,30.42,528,0,0.02163,508.04,P,1.039288245,,
au2412P536,au2412,2024/3/19,36,536,0,0.02163,508.04,P,1.055035037,,
au2412P544,au2412,2024/3/19,42.02,544,0,0.02163,508.04,P,1.070781828,,
au2412P552,au2412,2024/3/19,48.4,552,0,0.02163,508.04,P,1.08652862,,
au2412P560,au2412,2024/3/19,55.12,560,0,0.02163,508.04,P,1.102275411,,
au2412C448,au2412,2024/3/20,61.9,448,0,0.0216,508.26,C,0.881438634,,
au2412C456,au2412,2024/3/20,54.8,456,0,0.0216,508.26,C,0.897178609,,
au2412C464,au2412,2024/3/20,48.04,464,0,0.0216,508.26,C,0.912918585,,
au2412C472,au2412,2024/3/20,41.68,472,0,0.0216,508.26,C,0.928658561,,
au2412C480,au2412,2024/3/20,35.76,480,0,0.0216,508.26,C,0.944398536,,
au2412C488,au2412,2024/3/20,30.3,488,0,0.0216,508.26,C,0.960138512,,
au2412C496,au2412,2024/3/20,25.36,496,0,0.0216,508.26,C,0.975878487,,
au2412C504,au2412,2024/3/20,21,504,0,0.0216,508.26,C,0.991618463,,
au2412C512,au2412,2024/3/20,15.66,512,2,0.0216,508.26,C,1.007358439,,
au2412C520,au2412,2024/3/20,13.2,520,2,0.0216,508.26,C,1.023098414,,
au2412C528,au2412,2024/3/20,10.52,528,1,0.0216,508.26,C,1.03883839,,
au2412C536,au2412,2024/3/20,8.48,536,3,0.0216,508.26,C,1.054578365,,
au2412C544,au2412,2024/3/20,6.86,544,1,0.0216,508.26,C,1.070318341,,
au2412C552,au2412,2024/3/20,5.5,552,3,0.0216,508.26,C,1.086058317,,
au2412C560,au2412,2024/3/20,4.5,560,4,0.0216,508.26,C,1.101798292,,
au2412P448,au2412,2024/3/20,1.72,448,1,0.0216,508.26,P,0.881438634,,
au2412P456,au2412,2024/3/20,2.4,456,6,0.0216,508.26,P,0.897178609,,
au2412P464,au2412,2024/3/20,3.86,464,0,0.0216,508.26,P,0.912918585,,
au2412P472,au2412,2024/3/20,5.48,472,0,0.0216,508.26,P,0.928658561,,
au2412P480,au2412,2024/3/20,8.46,480,2,0.0216,508.26,P,0.944398536,,
au2412P488,au2412,2024/3/20,9.98,488,0,0.0216,508.26,P,0.960138512,,
au2412P496,au2412,2024/3/20,13,496,0,0.0216,508.26,P,0.975878487,,
au2412P504,au2412,2024/3/20,15.54,504,2,0.0216,508.26,P,0.991618463,,
au2412P512,au2412,2024/3/20,20.66,512,0,0.0216,508.26,P,1.007358439,,
